date,ward_name,NDVI,prcp,lst,msdi,GCI,GCI_class
2025-09-01,Marsabit Central,0.1903,16.74,27.33,0.0659,37.83,Poor
2025-10-01,Marsabit Central,0.2464,42.5,29.69,0.0505,47.57,Moderate
2025-11-01,Marsabit Central,0.3683,89.07,28.01,0.0555,64.11,Good
2025-12-01,Marsabit Central,0.3978,73.35,30.48,0.046,63.69,Good
2026-01-01,Marsabit Central,0.258,16.13,33.78,0.055,39.72,Poor
2026-02-01,Marsabit Central,0.2611,20.18,32.56,0.0554,41.5,Moderate
2026-03-01,Marsabit Central,0.2794,47.02,31.75,0.0463,49.92,Moderate
2026-04-01,Marsabit Central,0.3563,66.82,28.19,0.0465,61.41,Good
2026-05-01,Marsabit Central,0.3996,83.97,27.67,0.0458,67.87,Good
2026-06-01,Marsabit Central,0.2654,18.95,24.54,0.0523,48.7,Moderate
2026-07-01,Marsabit Central,0.2109,5.9,29.19,0.0607,37.14,Poor
2026-08-01,Marsabit Central,0.1772,10.85,26.27,0.0652,36.93,Poor
2019-01-01,Moyale Township,0.1293,6.97,32.33,0.0727,26.42,Poor
2019-02-01,Moyale Township,0.2051,19.28,31.05,0.0626,37.03,Poor
2019-03-01,Moyale Township,0.3519,60.86,31.24,0.05,56.89,Moderate
2019-04-01,Moyale Township,0.3903,52.22,31.66,0.0446,59.01,Moderate
2019-05-01,Moyale Township,0.4421,74.62,30.32,0.0345,69.68,Good
2019-06-01,Moyale Township,0.3542,20.6,29.57,0.0395,54.01,Moderate
2019-07-01,Moyale Township,0.3036,15.78,28.74,0.0584,46.13,Moderate
2019-08-01,Moyale Township,0.3082,18.21,27.96,0.0577,47.64,Moderate
2019-09-01,Moyale Township,0.3075,25.01,29.64,0.0502,49.05,Moderate
2019-10-01,Moyale Township,0.3316,40.91,29.87,0.0618,50.62,Moderate
2019-11-01,Moyale Township,0.4471,81.9,28.87,0.0307,73.24,Good
2019-12-01,Moyale Township,0.4224,44.38,30.91,0.0553,58.17,Moderate
2020-01-01,Moyale Township,0.3368,21.94,33.39,0.0493,47.79,Moderate
2020-02-01,Moyale Township,0.306,16.6,32.26,0.0505,45.38,Moderate
2020-03-01,Moyale Township,0.376,58.26,33.33,0.0442,57.78,Moderate
2020-04-01,Moyale Township,0.4668,83.76,29.78,0.0251,75.46,Good
2020-05-01,Moyale Township,0.5004,79.91,30.12,0.0241,77.09,Good
2020-06-01,Moyale Township,0.408,31.38,28.87,0.0318,61.85,Good
2020-07-01,Moyale Township,0.3242,11.3,28.62,0.0612,46.3,Moderate
2020-08-01,Moyale Township,0.2819,18.45,28.6,0.0518,46.65,Moderate
2020-09-01,Moyale Township,0.3112,25.44,31.82,0.0472,48.3,Moderate
2020-10-01,Moyale Township,0.2808,15.3,31.05,0.0509,44.29,Moderate
2020-11-01,Moyale Township,0.3202,39.64,30.74,0.0548,50.47,Moderate
2020-12-01,Moyale Township,0.3391,35.04,32.43,0.0439,52.11,Moderate
2021-01-01,Moyale Township,0.2876,14.72,33.17,0.065,39.83,Poor
2021-02-01,Moyale Township,0.2749,9.11,35.96,0.0562,37.73,Poor
2021-03-01,Moyale Township,0.2794,30.73,35.28,0.0647,40.31,Moderate
2021-04-01,Moyale Township,0.3121,24.98,27.12,0.0555,50.21,Moderate
2021-05-01,Moyale Township,0.2967,29.1,29.78,0.0504,48.82,Moderate
2021-06-01,Moyale Township,0.2908,6.94,30.98,0.0618,41.22,Moderate
2021-07-01,Moyale Township,0.2374,6.13,27.68,0.0545,41.61,Moderate
2021-08-01,Moyale Township,0.2405,3.31,29.73,0.0582,38.89,Poor
2021-09-01,Moyale Township,0.2154,5.59,31.79,0.0474,38.26,Poor
2021-10-01,Moyale Township,0.2654,22.48,31.54,0.0545,43.2,Moderate
2021-11-01,Moyale Township,0.2983,32.62,30.83,0.0568,47.25,Moderate
2021-12-01,Moyale Township,0.2866,21.06,32.02,0.0497,45.13,Moderate
2022-01-01,Moyale Township,0.2438,8.6,32.26,0.0629,36.94,Poor
2022-02-01,Moyale Township,0.2564,8.68,33.86,0.0488,39.68,Poor
2022-03-01,Moyale Township,0.2795,26.4,34.08,0.053,43.15,Moderate
2022-04-01,Moyale Township,0.3415,49.42,30.68,0.0547,53.67,Moderate
2022-05-01,Moyale Township,0.3579,33.48,28.62,0.0414,56.75,Moderate
2022-06-01,Moyale Township,0.2733,5.64,32.08,0.0645,38.29,Poor
2022-07-01,Moyale Township,0.2607,7.9,30.11,0.0613,40.08,Moderate
2022-08-01,Moyale Township,0.2594,8.62,30.59,0.0626,39.43,Poor
2022-09-01,Moyale Township,0.2388,3.9,32.18,0.0592,36.69,Poor
2022-10-01,Moyale Township,0.282,26.4,31.28,0.0533,45.5,Moderate
2022-11-01,Moyale Township,0.3117,31.04,30.38,0.0505,49.7,Moderate
2022-12-01,Moyale Township,0.2953,22.06,32.25,0.0593,43.59,Moderate
2023-01-01,Moyale Township,0.251,9.2,32.1,0.0476,41.07,Moderate
2023-02-01,Moyale Township,0.2747,11.96,35.89,0.0542,38.68,Poor
2023-03-01,Moyale Township,0.2924,29.25,33.86,0.0541,44.46,Moderate
2023-04-01,Moyale Township,0.3629,50.07,28.48,0.0406,60.16,Good
2023-05-01,Moyale Township,0.3767,51.31,28.68,0.0391,61.52,Good
2023-06-01,Moyale Township,0.3176,16.92,28.15,0.0534,48.89,Moderate
2023-07-01,Moyale Township,0.2985,22.69,28.08,0.0545,48.34,Moderate
2023-08-01,Moyale Township,0.2839,20.97,28.83,0.0476,47.95,Moderate
2023-09-01,Moyale Township,0.3055,29.04,29.44,0.0521,49.32,Moderate
2023-10-01,Moyale Township,0.4897,128.67,28.4,0.0207,86.63,Very good
2023-11-01,Moyale Township,0.58,192.48,27.78,0.0283,89.7,Very good
2023-12-01,Moyale Township,0.58,172.6,30.45,0.0213,89.13,Very good
2024-01-01,Moyale Township,0.4245,15.94,31.01,0.0404,56.81,Moderate
2024-02-01,Moyale Township,0.3599,17.21,30.92,0.0487,50.72,Moderate
2024-03-01,Moyale Township,0.375,47.71,33.14,0.0394,57.14,Moderate
2024-04-01,Moyale Township,0.4886,105.97,28.05,0.0358,79.69,Good
2024-05-01,Moyale Township,0.5012,72.23,27.32,0.0304,76.64,Good
2024-06-01,Moyale Township,0.3707,18.78,28.38,0.0499,53.5,Moderate
2024-07-01,Moyale Township,0.297,8.07,28.16,0.0506,46.59,Moderate
2024-08-01,Moyale Township,0.2725,14.61,27.44,0.061,44.23,Moderate
2024-09-01,Moyale Township,0.312,25.67,28.59,0.0517,49.97,Moderate
2024-10-01,Moyale Township,0.3439,56.0,29.63,0.0403,58.98,Moderate
2024-11-01,Moyale Township,0.4488,87.67,28.06,0.0348,74.07,Good
2024-12-01,Moyale Township,0.466,66.04,29.33,0.0331,71.03,Good
2025-01-01,Moyale Township,0.3694,14.86,31.66,0.0475,50.68,Moderate
2025-02-01,Moyale Township,0.2989,16.42,32.3,0.0526,44.35,Moderate
2025-03-01,Moyale Township,0.443,88.11,32.4,0.033,70.67,Good
2025-04-01,Moyale Township,0.4271,68.68,27.95,0.0443,67.36,Good
2025-05-01,Moyale Township,0.4785,74.91,29.09,0.0249,75.39,Good
2025-06-01,Moyale Township,0.3679,17.79,28.15,0.0448,54.47,Moderate
2025-07-01,Moyale Township,0.3193,11.84,26.1,0.0511,50.31,Moderate
2025-08-01,Moyale Township,0.2816,12.91,28.05,0.0496,46.62,Moderate
2025-09-01,Moyale Township,0.2938,21.98,30.3,0.0604,44.79,Moderate
2025-10-01,Moyale Township,0.3451,46.85,28.76,0.0356,59.27,Moderate
2025-11-01,Moyale Township,0.5224,116.82,29.62,0.0174,85.13,Very good
2025-12-01,Moyale Township,0.5172,75.17,30.88,0.0281,74.81,Good
2026-01-01,Moyale Township,0.3528,10.68,31.25,0.0345,52.04,Moderate
2026-02-01,Moyale Township,0.2941,12.83,30.7,0.0503,45.2,Moderate
2026-03-01,Moyale Township,0.3334,41.99,32.2,0.0535,50.9,Moderate
2026-04-01,Moyale Township,0.3473,44.07,29.0,0.0382,58.18,Moderate
2026-05-01,Moyale Township,0.3667,58.44,30.33,0.056,56.91,Moderate
2026-06-01,Moyale Township,0.3642,25.38,26.43,0.0507,55.54,Moderate
2026-07-01,Moyale Township,0.2948,18.22,27.41,0.0491,49.07,Moderate
2026-08-01,Moyale Township,0.2925,24.97,26.73,0.0496,50.46,Moderate
2019-01-01,North Horr,0.0637,14.25,31.65,0.0702,24.14,Poor
2019-02-01,North Horr,0.1356,19.14,31.84,0.0764,28.45,Poor
2019-03-01,North Horr,0.2642,68.06,30.06,0.0625,50.11,Moderate
2019-04-01,North Horr,0.2716,53.11,29.54,0.0612,48.85,Moderate
2019-05-01,North Horr,0.2951,62.31,29.87,0.0571,52.67,Moderate
2019-06-01,North Horr,0.2222,18.08,27.95,0.058,41.53,Moderate
2019-07-01,North Horr,0.1823,12.79,26.74,0.0702,36.13,Poor
2019-08-01,North Horr,0.1719,16.45,27.57,0.054,38.95,Poor
2019-09-01,North Horr,0.1749,19.19,28.54,0.0638,36.65,Poor
2019-10-01,North Horr,0.2802,73.42,30.32,0.0594,52.6,Moderate
2019-11-01,North Horr,0.3553,88.46,30.57,0.0483,62.64,Good
2019-12-01,North Horr,0.3229,45.17,30.3,0.0396,55.3,Moderate
2020-01-01,North Horr,0.2351,21.9,30.47,0.0487,43.13,Moderate
2020-02-01,North Horr,0.1997,18.98,34.23,0.0677,32.94,Poor
2020-03-01,North Horr,0.33,93.54,32.48,0.0413,61.75,Good
2020-04-01,North Horr,0.3541,70.65,28.28,0.0482,61.46,Good
2020-05-01,North Horr,0.3001,39.03,28.06,0.0462,53.02,Moderate
2020-06-01,North Horr,0.2387,25.25,27.54,0.0604,43.69,Moderate
2020-07-01,North Horr,0.1621,15.45,27.96,0.0621,35.97,Poor
2020-08-01,North Horr,0.1948,19.91,27.0,0.059,40.46,Moderate
2020-09-01,North Horr,0.1724,19.28,28.9,0.0669,35.51,Poor
2020-10-01,North Horr,0.1746,24.2,33.68,0.0669,32.65,Poor
2020-11-01,North Horr,0.177,31.46,30.99,0.068,35.95,Poor
2020-12-01,North Horr,0.1672,15.83,32.62,0.0633,32.41,Poor
2021-01-01,North Horr,0.1406,7.19,32.12,0.0649,29.14,Poor
2021-02-01,North Horr,0.1424,10.85,32.88,0.0786,26.24,Poor
2021-03-01,North Horr,0.1724,19.94,34.08,0.0724,30.26,Poor
2021-04-01,North Horr,0.178,28.64,28.66,0.0654,38.01,Poor
2021-05-01,North Horr,0.1875,26.61,28.64,0.0724,36.79,Poor
2021-06-01,North Horr,0.1509,13.51,29.21,0.0621,33.86,Poor
2021-07-01,North Horr,0.143,9.81,29.05,0.0671,31.7,Poor
2021-08-01,North Horr,0.1044,5.91,28.93,0.068,28.25,Poor
2021-09-01,North Horr,0.1369,7.93,30.28,0.0623,31.04,Poor
2021-10-01,North Horr,0.1409,17.17,30.34,0.0753,29.95,Poor
2021-11-01,North Horr,0.201,38.93,31.98,0.0629,39.22,Poor
2021-12-01,North Horr,0.2459,46.38,32.32,0.0618,43.58,Moderate
2022-01-01,North Horr,0.1827,11.34,33.53,0.0534,34.2,Poor
2022-02-01,North Horr,0.1437,7.4,33.9,0.0696,26.92,Poor
2022-03-01,North Horr,0.1799,27.88,35.5,0.0746,30.49,Poor
2022-04-01,North Horr,0.215,44.21,31.72,0.0636,41.14,Moderate
2022-05-01,North Horr,0.2615,48.28,30.69,0.0537,48.1,Moderate
2022-06-01,North Horr,0.2016,7.66,29.77,0.0616,36.12,Poor
2022-07-01,North Horr,0.1381,4.47,27.43,0.0673,31.73,Poor
2022-08-01,North Horr,0.1304,6.01,28.95,0.0655,30.63,Poor
2022-09-01,North Horr,0.1275,8.51,31.28,0.0587,30.51,Poor
2022-10-01,North Horr,0.1678,24.96,32.78,0.072,31.9,Poor
2022-11-01,North Horr,0.1939,33.85,30.61,0.0608,39.45,Poor
2022-12-01,North Horr,0.1849,21.17,30.57,0.0627,36.3,Poor
2023-01-01,North Horr,0.1548,2.07,32.93,0.0603,29.65,Poor
2023-02-01,North Horr,0.1099,5.56,32.8,0.0751,23.9,Poor
2023-03-01,North Horr,0.1745,26.06,32.06,0.0678,34.06,Poor
2023-04-01,North Horr,0.3531,107.57,28.81,0.0523,66.21,Good
2023-05-01,North Horr,0.368,68.72,28.3,0.0453,62.72,Good
2023-06-01,North Horr,0.2872,32.13,29.45,0.038,51.69,Moderate
2023-07-01,North Horr,0.2191,21.05,26.05,0.0616,42.54,Moderate
2023-08-01,North Horr,0.1721,11.9,29.01,0.0637,34.88,Poor
2023-09-01,North Horr,0.1764,13.28,30.27,0.0623,34.72,Poor
2023-10-01,North Horr,0.2896,77.14,29.43,0.0493,56.86,Moderate
2023-11-01,North Horr,0.3947,106.19,27.84,0.0504,70.07,Good
2023-12-01,North Horr,0.4265,105.01,27.41,0.0325,76.44,Good
2024-01-01,North Horr,0.2952,20.81,32.44,0.0517,44.91,Moderate
2024-02-01,North Horr,0.2308,27.12,32.28,0.0638,38.91,Poor
2024-03-01,North Horr,0.2846,51.27,32.11,0.0567,48.4,Moderate
2024-04-01,North Horr,0.3364,78.18,28.75,0.055,59.57,Moderate
2024-05-01,North Horr,0.3317,65.6,29.21,0.0503,57.83,Moderate
2024-06-01,North Horr,0.2292,9.15,28.52,0.0528,41.25,Moderate
2024-07-01,North Horr,0.1602,12.21,28.95,0.0639,34.11,Poor
2024-08-01,North Horr,0.1567,9.97,28.45,0.0682,32.94,Poor
2024-09-01,North Horr,0.1589,25.3,30.72,0.0667,34.17,Poor
2024-10-01,North Horr,0.2481,61.9,28.88,0.0483,52.06,Moderate
2024-11-01,North Horr,0.338,74.78,27.79,0.0491,61.19,Good
2024-12-01,North Horr,0.4379,110.09,30.57,0.0461,72.52,Good
2025-01-01,North Horr,0.2841,21.21,34.08,0.0458,44.19,Moderate
2025-02-01,North Horr,0.2251,16.22,34.85,0.0507,37.55,Poor
2025-03-01,North Horr,0.2305,43.77,33.46,0.0542,42.84,Moderate
2025-04-01,North Horr,0.2427,38.2,29.1,0.0583,45.35,Moderate
2025-05-01,North Horr,0.3687,107.18,27.2,0.0588,67.07,Good
2025-06-01,North Horr,0.2578,12.51,27.75,0.0546,44.01,Moderate
2025-07-01,North Horr,0.2044,16.57,26.8,0.0655,39.29,Poor
2025-08-01,North Horr,0.1434,7.57,28.37,0.0747,30.23,Poor
2025-09-01,North Horr,0.1535,21.43,28.46,0.0703,34.15,Poor
2025-10-01,North Horr,0.2116,39.49,28.53,0.0573,44.07,Moderate
2025-11-01,North Horr,0.3279,84.93,29.69,0.054,59.58,Moderate
2025-12-01,North Horr,0.3931,82.96,30.94,0.04,65.93,Good
2026-01-01,North Horr,0.2598,15.95,31.54,0.0605,40.39,Moderate
2026-02-01,North Horr,0.1976,11.71,32.67,0.0707,32.15,Poor
2026-03-01,North Horr,0.2459,49.63,32.1,0.0483,47.31,Moderate
2026-04-01,North Horr,0.359,90.57,31.78,0.0485,62.25,Good
2026-05-01,North Horr,0.4535,108.65,28.64,0.0375,76.83,Good
2026-06-01,North Horr,0.2806,14.16,27.77,0.05,46.89,Moderate
2026-07-01,North Horr,0.1972,15.05,27.83,0.0561,39.81,Poor
2026-08-01,North Horr,0.1619,10.64,24.78,0.0691,36.15,Poor
2019-01-01,Obbu,0.0828,17.48,30.55,0.0769,25.39,Poor
2019-02-01,Obbu,0.1034,17.8,33.76,0.067,26.54,Poor
2019-03-01,Obbu,0.2204,68.57,29.27,0.067,46.78,Moderate
2019-04-01,Obbu,0.289,71.46,30.1,0.0414,57.09,Moderate
2019-05-01,Obbu,0.325,67.79,29.02,0.0514,57.64,Moderate
2019-06-01,Obbu,0.2132,18.04,26.7,0.0614,41.14,Moderate
2019-07-01,Obbu,0.159,18.96,26.91,0.0713,35.13,Poor
2019-08-01,Obbu,0.1737,24.48,29.37,0.0624,37.09,Poor
2019-09-01,Obbu,0.1939,42.59,28.16,0.0595,43.14,Moderate
2019-10-01,Obbu,0.1886,33.03,30.9,0.0667,37.39,Poor
2019-11-01,Obbu,0.3299,92.69,28.98,0.0525,61.92,Good
2019-12-01,Obbu,0.322,71.76,31.08,0.0464,57.55,Moderate
2020-01-01,Obbu,0.2209,11.0,32.01,0.0593,36.74,Poor
2020-02-01,Obbu,0.1445,8.13,32.58,0.0775,26.41,Poor
2020-03-01,Obbu,0.1839,50.17,31.03,0.0633,40.55,Moderate
2020-04-01,Obbu,0.2862,81.17,31.22,0.0461,56.57,Moderate
2020-05-01,Obbu,0.3644,96.04,30.55,0.0426,65.82,Good
2020-06-01,Obbu,0.2128,11.84,29.01,0.0541,39.87,Poor
2020-07-01,Obbu,0.1523,12.54,26.46,0.0725,33.68,Poor
2020-08-01,Obbu,0.1362,11.46,29.33,0.0731,29.95,Poor
2020-09-01,Obbu,0.1278,11.93,29.68,0.0777,28.14,Poor
2020-10-01,Obbu,0.1371,13.65,34.12,0.0692,27.43,Poor
2020-11-01,Obbu,0.2138,59.74,29.18,0.0611,46.22,Moderate
2020-12-01,Obbu,0.1671,18.83,30.98,0.0657,33.68,Poor
2021-01-01,Obbu,0.1284,8.87,32.99,0.0686,27.06,Poor
2021-02-01,Obbu,0.0777,6.7,33.78,0.0761,20.85,Poor
2021-03-01,Obbu,0.1538,31.89,33.38,0.0625,33.71,Poor
2021-04-01,Obbu,0.1897,44.1,31.21,0.0556,41.53,Moderate
2021-05-01,Obbu,0.1833,29.93,31.13,0.067,36.23,Poor
2021-06-01,Obbu,0.1455,6.31,31.2,0.0721,28.48,Poor
2021-07-01,Obbu,0.105,5.02,25.82,0.0785,28.31,Poor
2021-08-01,Obbu,0.1019,6.89,28.85,0.0668,28.59,Poor
2021-09-01,Obbu,0.1295,8.29,29.53,0.0745,28.5,Poor
2021-10-01,Obbu,0.1563,40.61,33.01,0.0674,34.54,Poor
2021-11-01,Obbu,0.1525,10.76,29.35,0.0728,31.04,Poor
2021-12-01,Obbu,0.1638,35.11,31.77,0.0636,35.99,Poor
2022-01-01,Obbu,0.1432,10.07,33.56,0.0744,26.54,Poor
2022-02-01,Obbu,0.122,8.42,35.86,0.0814,21.38,Poor
2022-03-01,Obbu,0.1316,27.38,33.4,0.0781,27.91,Poor
2022-04-01,Obbu,0.2218,55.53,30.8,0.0594,45.16,Moderate
2022-05-01,Obbu,0.1965,35.72,30.55,0.0595,40.27,Moderate
2022-06-01,Obbu,0.1293,13.7,27.04,0.0671,33.0,Poor
2022-07-01,Obbu,0.1193,3.21,30.15,0.0766,25.97,Poor
2022-08-01,Obbu,0.1031,7.19,30.07,0.0764,25.6,Poor
2022-09-01,Obbu,0.102,10.72,29.32,0.0706,28.0,Poor
2022-10-01,Obbu,0.1472,28.84,31.91,0.0747,31.21,Poor
2022-11-01,Obbu,0.1641,31.07,30.37,0.0672,35.66,Poor
2022-12-01,Obbu,0.1427,20.9,32.08,0.0687,30.76,Poor
2023-01-01,Obbu,0.1158,12.45,32.95,0.073,25.81,Poor
2023-02-01,Obbu,0.1113,3.93,33.81,0.0682,24.46,Poor
2023-03-01,Obbu,0.1584,41.26,32.37,0.0717,34.36,Poor
2023-04-01,Obbu,0.2011,52.0,29.93,0.0652,42.54,Moderate
2023-05-01,Obbu,0.1501,15.94,27.3,0.0753,32.81,Poor
2023-06-01,Obbu,0.1518,24.36,27.2,0.0626,37.23,Poor
2023-07-01,Obbu,0.143,19.55,27.6,0.0681,34.26,Poor
2023-08-01,Obbu,0.1425,16.75,28.49,0.0565,35.65,Poor
2023-09-01,Obbu,0.1333,16.87,29.23,0.0661,32.3,Poor
2023-10-01,Obbu,0.3261,112.96,27.5,0.0556,65.52,Good
2023-11-01,Obbu,0.3786,94.83,28.25,0.041,68.81,Good
2023-12-01,Obbu,0.4368,108.53,28.67,0.0342,76.36,Good
2024-01-01,Obbu,0.2291,9.65,31.12,0.0554,38.67,Poor
2024-02-01,Obbu,0.1793,15.59,34.56,0.0614,32.09,Poor
2024-03-01,Obbu,0.2122,45.55,30.53,0.0549,44.05,Moderate
2024-04-01,Obbu,0.2528,53.31,29.38,0.0608,47.8,Moderate
2024-05-01,Obbu,0.2489,50.25,28.54,0.0583,48.24,Moderate
2024-06-01,Obbu,0.1365,3.09,27.57,0.0768,29.18,Poor
2024-07-01,Obbu,0.1092,10.64,27.51,0.0589,32.55,Poor
2024-08-01,Obbu,0.1427,14.82,26.93,0.0627,35.2,Poor
2024-09-01,Obbu,0.1204,18.96,29.38,0.0765,29.32,Poor
2024-10-01,Obbu,0.2285,61.34,30.12,0.0752,43.63,Moderate
2024-11-01,Obbu,0.3266,93.64,29.43,0.0439,63.39,Good
2024-12-01,Obbu,0.381,82.36,30.21,0.0387,65.85,Good
2025-01-01,Obbu,0.1949,8.43,32.06,0.0682,32.47,Poor
2025-02-01,Obbu,0.1574,22.05,32.72,0.0589,33.65,Poor
2025-03-01,Obbu,0.2115,43.12,30.84,0.0629,41.55,Moderate
2025-04-01,Obbu,0.3565,108.14,26.81,0.0493,68.79,Good
2025-05-01,Obbu,0.3424,70.55,29.05,0.0563,58.21,Moderate
2025-06-01,Obbu,0.2077,8.81,27.61,0.0647,37.78,Poor
2025-07-01,Obbu,0.1564,14.16,29.16,0.0698,32.68,Poor
2025-08-01,Obbu,0.165,25.13,28.96,0.06,37.46,Poor
2025-09-01,Obbu,0.1473,21.11,30.25,0.0629,33.88,Poor
2025-10-01,Obbu,0.2482,71.79,30.5,0.0582,50.23,Moderate
2025-11-01,Obbu,0.3104,77.25,30.96,0.0454,57.96,Moderate
2025-12-01,Obbu,0.3191,65.66,28.6,0.0489,57.77,Moderate
2026-01-01,Obbu,0.1902,17.08,32.4,0.0614,34.82,Poor
2026-02-01,Obbu,0.1187,0.0,32.4,0.0691,25.26,Poor
2026-03-01,Obbu,0.1764,43.07,32.09,0.0651,37.61,Poor
2026-04-01,Obbu,0.2662,80.64,30.55,0.0491,54.94,Moderate
2026-05-01,Obbu,0.2845,55.8,26.41,0.0423,56.91,Moderate
2026-06-01,Obbu,0.1801,18.1,27.56,0.0686,36.56,Poor
2026-07-01,Obbu,0.1495,18.36,27.77,0.0625,35.63,Poor
2026-08-01,Obbu,0.1381,19.03,26.89,0.0724,33.47,Poor
2019-01-01,Sagante/Jaldesa,0.03,14.99,32.28,0.0832,18.51,Very poor
2019-02-01,Sagante/Jaldesa,0.03,17.0,32.0,0.0812,19.51,Very poor
2019-03-01,Sagante/Jaldesa,0.03,79.37,32.63,0.0837,28.86,Poor
2019-04-01,Sagante/Jaldesa,0.03,57.28,28.35,0.0791,29.61,Poor
2019-05-01,Sagante/Jaldesa,0.0533,71.69,26.71,0.0782,35.14,Poor
2019-06-01,Sagante/Jaldesa,0.03,23.92,28.64,0.082,23.19,Poor
2019-07-01,Sagante/Jaldesa,0.03,18.64,29.57,0.0747,23.18,Poor
2019-08-01,Sagante/Jaldesa,0.03,18.1,27.35,0.0802,23.63,Poor
2019-09-01,Sagante/Jaldesa,0.03,23.31,28.31,0.0774,24.36,Poor
2019-10-01,Sagante/Jaldesa,0.03,68.85,29.81,0.0823,29.67,Poor
2019-11-01,Sagante/Jaldesa,0.0702,82.97,28.49,0.0716,38.27,Poor
2019-12-01,Sagante/Jaldesa,0.1029,86.12,30.69,0.0818,37.05,Poor
2020-01-01,Sagante/Jaldesa,0.03,14.71,31.31,0.0852,18.79,Very poor
2020-02-01,Sagante/Jaldesa,0.03,12.01,32.04,0.079,19.13,Very poor
2020-03-01,Sagante/Jaldesa,0.03,33.09,31.71,0.079,22.91,Poor
2020-04-01,Sagante/Jaldesa,0.0607,104.0,30.08,0.0614,42.1,Moderate
2020-05-01,Sagante/Jaldesa,0.0578,54.5,27.53,0.0793,31.7,Poor
2020-06-01,Sagante/Jaldesa,0.03,25.33,26.77,0.0796,25.43,Poor
2020-07-01,Sagante/Jaldesa,0.03,21.66,29.19,0.0857,21.53,Poor
2020-08-01,Sagante/Jaldesa,0.03,28.2,27.67,0.0805,24.99,Poor
2020-09-01,Sagante/Jaldesa,0.03,23.47,28.3,0.0912,21.33,Poor
2020-10-01,Sagante/Jaldesa,0.03,18.05,32.16,0.08,19.83,Very poor
2020-11-01,Sagante/Jaldesa,0.03,21.07,29.89,0.0734,23.62,Poor
2020-12-01,Sagante/Jaldesa,0.03,27.08,34.63,0.0825,18.8,Very poor
2021-01-01,Sagante/Jaldesa,0.03,3.56,31.81,0.0833,16.97,Very poor
2021-02-01,Sagante/Jaldesa,0.03,8.62,33.32,0.0764,18.14,Very poor
2021-03-01,Sagante/Jaldesa,0.03,20.22,31.1,0.0852,19.89,Very poor
2021-04-01,Sagante/Jaldesa,0.03,18.67,32.83,0.0802,19.33,Very poor
2021-05-01,Sagante/Jaldesa,0.03,31.4,31.3,0.073,24.29,Poor
2021-06-01,Sagante/Jaldesa,0.03,7.94,29.78,0.0809,19.84,Very poor
2021-07-01,Sagante/Jaldesa,0.03,3.4,29.18,0.0727,21.38,Poor
2021-08-01,Sagante/Jaldesa,0.03,6.14,31.24,0.0786,18.89,Very poor
2021-09-01,Sagante/Jaldesa,0.03,2.28,31.8,0.0792,17.66,Very poor
2021-10-01,Sagante/Jaldesa,0.03,19.76,31.57,0.0819,20.17,Poor
2021-11-01,Sagante/Jaldesa,0.03,38.81,31.72,0.0725,25.29,Poor
2021-12-01,Sagante/Jaldesa,0.03,21.79,32.12,0.0794,20.62,Poor
2022-01-01,Sagante/Jaldesa,0.03,6.13,34.57,0.0955,12.46,Very poor
2022-02-01,Sagante/Jaldesa,0.03,3.57,32.94,0.0778,17.27,Very poor
2022-03-01,Sagante/Jaldesa,0.03,12.46,32.77,0.0972,14.58,Very poor
2022-04-01,Sagante/Jaldesa,0.03,42.02,30.42,0.0826,24.63,Poor
2022-05-01,Sagante/Jaldesa,0.03,46.68,29.7,0.0862,25.18,Poor
2022-06-01,Sagante/Jaldesa,0.03,9.69,28.1,0.0838,20.84,Poor
2022-07-01,Sagante/Jaldesa,0.03,0.86,28.54,0.0894,17.76,Very poor
2022-08-01,Sagante/Jaldesa,0.03,5.28,29.73,0.0874,17.99,Very poor
2022-09-01,Sagante/Jaldesa,0.03,8.23,29.82,0.0854,18.86,Very poor
2022-10-01,Sagante/Jaldesa,0.03,19.47,29.32,0.0675,25.11,Poor
2022-11-01,Sagante/Jaldesa,0.03,32.1,31.96,0.083,21.66,Poor
2022-12-01,Sagante/Jaldesa,0.03,38.13,32.53,0.0761,23.74,Poor
2023-01-01,Sagante/Jaldesa,0.03,5.46,33.06,0.088,15.22,Very poor
2023-02-01,Sagante/Jaldesa,0.03,5.48,34.58,0.0801,15.78,Very poor
2023-03-01,Sagante/Jaldesa,0.03,27.35,31.91,0.0942,18.42,Very poor
2023-04-01,Sagante/Jaldesa,0.03,53.3,30.77,0.077,27.48,Poor
2023-05-01,Sagante/Jaldesa,0.03,54.14,28.75,0.0752,29.62,Poor
2023-06-01,Sagante/Jaldesa,0.03,21.5,28.78,0.0854,21.9,Poor
2023-07-01,Sagante/Jaldesa,0.03,19.62,25.7,0.0811,25.0,Poor
2023-08-01,Sagante/Jaldesa,0.03,17.03,27.33,0.0775,24.07,Poor
2023-09-01,Sagante/Jaldesa,0.03,10.24,30.12,0.0863,18.76,Very poor
2023-10-01,Sagante/Jaldesa,0.073,128.56,30.4,0.0662,45.72,Moderate
2023-11-01,Sagante/Jaldesa,0.174,195.15,29.64,0.0662,56.98,Moderate
2023-12-01,Sagante/Jaldesa,0.1919,94.04,30.92,0.0622,48.76,Moderate
2024-01-01,Sagante/Jaldesa,0.03,18.19,33.05,0.0838,18.3,Very poor
2024-02-01,Sagante/Jaldesa,0.03,11.96,31.14,0.0909,17.21,Very poor
